full.name,ip.address,region,in.store,age,items,amount
Lue Mohr,75.169.226.147,4,1,44,5,997.65
Samantha Pollich,,2,0,82,8,201.6
Waltraud O'Connell,,2,0,65,6,397.81
Oliver Hagenes,,4,0,54,3,1425.1
Wendell Fadel,37.171.157.154,4,1,54,1,96.001
Isreal Olson,,2,0,45,8,208.47
Laurence Langworth,107.138.8.116,4,1,33,7,644.4
Ray Streich,,2,0,29,5,485.77
Carlton Rath,,2,0,30,5,165.81
Frankie Lynch,242.71.130.246,4,1,24,5,1411.5
Chastity Legros,109.98.5.5,1,1,24,4,1975.5
Katy Bechtelar,187.216.171.86,4,1,44,5,283.64
Denny Pfannerstill,197.129.111.233,1,1,39,2,1033.7
Kylee Sporer,76.119.166.249,3,1,42,7,386.28
Chung Gusikowski,,2,0,50,7,279.2
Dwain Jacobson,67.113.252.216,4,1,30,8,478.46
Berna Williamson,,2,0,62,8,455.08
Malena Klocko,,2,0,65,1,276.19
Moriah Morissette,,4,0,54,6,1093.7
Jeanelle Smith,,4,0,27,7,631.67
Aldo Nikolaus,,2,0,53,5,67.488
Derick Osinski,129.134.55.165,4,1,27,2,655.72
Carlota Schaefer,,4,0,46,6,2912.5
Shanti Jewess,35.3.30.37,4,1,32,4,399.27
Wilda Schultz,65.112.78.226,3,1,34,2,783.95
Emerson Kling,184.84.137.42,3,1,68,5,343.08
Antone Reinger,,4,0,38,2,1878.1
Shira Mosciski,,3,0,37,7,1764.0
Catheryn Buckridge,225.180.218.37,4,1,24,3,133.49
Carma Pfeffer,,4,0,25,4,1623.0
Brandon Boyle,,4,0,55,5,557.99
Sharita Jacobs,,2,0,71,5,209.92
Russel Casper,,4,0,31,7,860.6
Fernande Bosco,115.173.37.120,3,1,59,4,770.02
Viviana Schneider,239.68.4.239,4,1,23,3,1337.4
Jarred Wolf,,2,0,30,6,462.91
Jaimie Gutmann,,3,0,56,1,1228.0
Juliette Lang,,2,0,73,7,228.95
Devon Schamberger,,2,0,58,1,33.941
Lissette Vandervort,185.126.184.203,4,1,26,6,1641.7
Kirk Schmeler,,3,0,36,1,2221.7
Josefina Cruickshank,,4,0,30,8,2891.5
Leigh Dickinson,,4,0,45,7,586.75
Darrin Grant,135.61.111.87,4,1,52,3,757.09
Al Rath,,2,0,72,3,436.86
Quinton Herzog,,4,0,35,7,980.5
Alia Von,181.71.175.80,4,1,53,6,1267.5
Jewell Spencer,170.218.106.107,1,1,46,5,365.12
Richelle Hudson,191.184.203.43,4,1,44,2,583.76
Lisette Vandervort,67.89.157.232,1,1,48,4,694.28
Latosha Conroy,,2,0,57,5,387.48
Donya Smith,250.184.33.142,1,1,36,3,281.74
Loni Konopelski,,2,0,55,3,490.24
Marquis Ondricka,,4,0,34,2,180.2
Valentine Homenick,,4,0,52,1,930.39
Dennis Herzog,,3,0,50,7,2968.3
Lionel Runte,,4,0,55,6,414.36
Scott Kerluke,,4,0,19,3,1620.7
Marchelle VonRueden,,2,0,69,8,418.08
Trina Brakus,252.82.245.187,1,1,26,4,1579.0
Britney Smitham,21.99.230.38,3,1,66,7,853.22
Neville Cronin,,3,0,40,7,214.68
Emiko Wuckert,,2,0,37,4,161.89
Hellen Sporer,,2,0,59,4,90.254
Reyes Dibbert,,4,0,42,1,1023.4
Aurelio Pagac,85.4.161.251,1,1,26,4,1054.4
Hannah Wilkinson,,2,0,29,4,225.48
Noelia Hermann,,2,0,75,4,35.788
Elliot Ernser,122.146.181.96,1,1,45,2,900.26
Tijuana Koch,,2,0,83,1,306.08
Fidel Champlin,,4,0,62,6,2698.4
Kristina Funk,101.204.147.205,4,1,41,6,131.92
Steve Borer,27.182.20.69,1,1,60,7,801.86
Kathline Gibson,,4,0,30,4,477.46
Franklyn Hermiston,,2,0,56,7,161.22
Humberto Lynch,21.55.105.152,3,1,62,4,574.28
Tyron Pagac,,2,0,42,5,186.73
Lenore Goyette,7.28.102.243,4,1,52,6,693.76
Guillermo Parker,,2,0,37,7,294.05
Delbert Metz,192.136.166.64,3,1,26,4,740.56
Benjamin Dietrich,207.165.43.153,1,1,28,7,401.07
Deon Veum,,4,0,36,5,1587.5
Sade Marks,119.222.214.207,4,1,35,2,210.0
Wynona Bogisich,,3,0,28,4,1476.1
Quinton Daugherty,175.197.188.224,4,1,39,6,55.993
Tim Satterfield,,2,0,34,6,361.4
Ying Wisozk,20.97.58.40,1,1,39,4,477.4
Coralie Bogisich,88.206.204.114,1,1,34,3,771.58
Mariano Lindgren,,4,0,19,4,1182.2
Boyd Collier,147.220.196.58,1,1,69,5,382.26
Antonia Schuster,,3,0,28,3,1712.8
Grant Murazik,,4,0,47,5,1276.0
Mauricio Kuvalis,59.74.37.185,1,1,64,6,94.786
Leota Hand,,4,0,51,4,292.89
Angila Rice,,3,0,43,5,1180.7
Janay Collins,100.196.222.4,1,1,55,8,904.78
Elliott Christiansen,134.46.142.40,4,1,26,7,941.99
Spencer Murphy,249.141.52.172,1,1,41,8,543.21
Kandy Kirlin,105.126.139.57,4,1,53,4,1261.1
Leslie Hammes,,2,0,57,3,240.25
Albert Smith,251.255.194.152,4,1,30,6,394.82
Ara O'Kon,231.150.10.224,1,1,70,8,455.45
Bethanie Medhurst,,4,0,30,6,1153.9
Glenn Zboncak,,2,0,84,2,401.04
Deane Dietrich,106.103.239.134,3,1,52,3,686.05
Catalina Senger,,2,0,78,7,441.85
Julianne Padberg,,4,0,20,1,2250.3
Herman Ryan,,2,0,78,7,290.47
Shawanda Kling,248.128.206.20,4,1,39,5,1945.2
Cory Walter,,3,0,39,3,998.16
Emory Schmeler,52.17.14.73,1,1,62,8,666.67
Enda Mraz,214.50.117.108,4,1,51,8,798.27
Penny Bahringer,238.96.155.173,4,1,24,5,790.24
Susie Kovacek,195.195.33.204,1,1,54,6,868.78
Larry Koelpin,,2,0,82,6,469.16
Rozella Carroll,,3,0,62,6,352.61
Bret Rippin,,3,0,29,2,387.87
Napoleon Metz,,2,0,57,7,71.065
Walker Collier,,2,0,83,2,134.81
Orpha Olson,,2,0,69,4,302.1
Noe Spinka,,2,0,30,3,297.72
Meri Dibbert,,2,0,72,5,139.33
Frances Murphy,,4,0,44,7,393.36
Trudy Schuster,224.147.57.213,4,1,22,5,942.47
Errol Tremblay,67.98.238.113,1,1,26,2,779.08
Yessenia Torphy,114.96.169.36,1,1,36,1,230.71
Kent Mann,,4,0,35,5,1551.7
Russell Spinka,,2,0,44,5,368.46
Stephine Fisher,142.183.40.163,3,1,34,2,519.89
Belva Schowalter,83.32.14.102,1,1,35,8,1739.9
Brenda Rath,201.56.95.75,4,1,20,4,675.08
Antony Gaylord,16.2.191.46,4,1,35,2,644.29
Monica Kub,,4,0,20,4,2232.6
Numbers Goldner,100.30.211.155,1,1,33,4,1957.3
Edmund Schuster,155.96.226.109,3,1,74,8,472.71
Brent Corkery,,4,0,31,4,1313.7
Gale Hamill,,2,0,78,6,335.42
Dong Metz,,2,0,38,7,74.69
Jc Keebler,21.180.90.33,3,1,56,3,334.58
Jo Windler,,2,0,75,4,448.9
Reynaldo Rogahn,,3,0,60,7,407.67
Valene Mayert,,2,0,45,6,184.49
Chelsea Ziemann,249.165.192.9,4,1,22,5,787.16
Adam Ernser,,2,0,64,7,197.48
Kia Gulgowski,,4,0,60,3,2432.6
Remedios Dach,13.123.252.80,3,1,64,7,688.14
Tressie Jacobson,,4,0,44,4,2354.7
Jody Ruecker,152.149.155.146,1,1,61,2,735.79
Lewis Hegmann,136.243.53.252,4,1,34,3,780.36
Ruthanne Connelly,,4,0,48,5,2316.2
Saundra Shanahan,113.51.41.89,4,1,41,5,565.65
Kris Bernier,,4,0,22,7,1396.3
Sylvester Heathcote,93.223.209.189,3,1,66,5,647.77
Glennie Hane,,3,0,36,3,1159.1
Dori Bradtke,,4,0,57,2,2905.0
Rhiannon Effertz,174.210.140.194,1,1,23,2,61.568
Matthew Fahey,142.136.100.15,1,1,63,1,291.7
Valentine Cartwright,,3,0,23,5,1979.9
Cindy Reichert,171.54.38.215,1,1,56,8,195.31
Joseph Schmitt,,2,0,84,2,290.08
Felton Gerlach,,2,0,62,3,329.75
Duncan Mayer,,2,0,67,5,129.14
Ashley Kuhic,174.9.242.50,1,1,34,3,913.33
Fredrick Larson,,3,0,27,5,312.05
Jessi Beer,85.250.29.86,4,1,27,1,739.18
Nora Wiegand,,2,0,69,8,36.322
Tesha O'Keefe,,2,0,73,2,312.03
Babara Fay,,2,0,42,4,362.29
Noah Howe,244.74.137.47,4,1,33,5,304.68
Mario Strosin,,2,0,73,6,354.79
Kourtney Moen,,2,0,70,4,292.94
Camelia Wolf,,4,0,35,7,715.16
Alexandria Schroeder,,4,0,39,5,1823.9
Isadora Rice,,4,0,42,8,2648.9
Georgiana Koch,,2,0,48,7,63.363
Vilma Stark,37.170.186.58,4,1,23,4,1156.4
Maximo Mueller,192.118.19.4,4,1,20,3,964.6
Benjamin Goodwin,196.83.194.242,1,1,52,4,750.58
Melody Haley,64.22.59.231,3,1,47,4,383.01
Bennett Huel,,4,0,36,2,2387.7
Arden Bode,176.222.22.22,4,1,37,6,468.55
Kala Crist,,3,0,25,2,496.65
Victoria Gaylord,,4,0,40,3,2492.5
Matthew Blick,105.203.100.39,4,1,20,3,1369.7
Adalberto Jacobson,,2,0,40,2,66.429
Dorotha Spencer,,2,0,31,4,411.48
Jermaine Dietrich,,4,0,53,4,2504.1
Francesco Terry,,4,0,59,1,1939.1
Chance Schultz,,4,0,51,4,1400.8
Gerardo Haag,124.237.27.150,3,1,35,7,531.8
Kris Hettinger,163.55.193.64,3,1,53,4,821.48
Kendrick Hessel,,4,0,53,4,2490.7
Romeo Rice,71.76.10.230,4,1,48,2,1768.9
Wanetta Simonis,,4,0,42,8,1252.9
Tawana Bartell,83.198.123.146,1,1,24,7,1372.7
Nubia Flatley,,3,0,26,8,421.4
Robin Parker,124.176.212.148,4,1,35,6,320.1
Jay Brakus,70.41.37.7,4,1,28,5,471.32
Tillie Thompson,132.121.212.12,3,1,39,6,778.84
Maris Ritchie,,2,0,40,2,338.72
Hassan Ritchie,,2,0,42,2,154.1
Moses Stiedemann,,4,0,44,2,2346.5
Lorriane Armstrong,159.191.115.210,4,1,44,8,451.01
Celestina Lynch,,4,0,60,7,2380.1
Fredric Lebsack,,2,0,64,2,269.68
Jamey Gorczany,,2,0,29,4,149.02
Claretha Wyman,,4,0,56,3,1234.2
Darcey Wuckert,,3,0,35,3,1386.8
Phung Volkman,,4,0,32,2,1865.7
Keeley Schaden,,2,0,62,4,83.202
Jeanice Borer,191.4.79.84,4,1,26,3,1379.3
Domingo Dickens,,2,0,46,7,491.03
Margrett Pouros,213.114.37.193,4,1,42,2,1390.3
Chung Shanahan,232.206.130.7,1,1,38,5,177.84
Fausto Kub,,2,0,69,6,341.45
Scot Rippin,,4,0,23,4,2877.2
Dina Grimes,,4,0,33,7,2827.9
Rolland Legros,30.14.221.12,3,1,28,6,152.19
Malisa Padberg,52.131.20.138,3,1,61,6,782.11
Bell Treutel,51.70.106.93,4,1,41,2,1729.5
Byron Moore,,3,0,47,5,1918.3
Hisako Rau,27.58.59.207,4,1,49,4,1498.6
Nevada Jacobson,,3,0,61,2,493.86
Lavern Bartoletti,73.189.217.53,1,1,28,5,817.83
Karima Senger,95.35.121.119,3,1,26,7,739.58
Jean Hudson,120.40.130.9,4,1,39,2,174.73
Seymour Stoltenberg,,2,0,37,6,228.1
Lan Osinski,,4,0,57,7,236.41
Dannie Rolfson,,4,0,55,5,2251.4
Era Tremblay,164.89.161.246,3,1,66,5,817.79
Daryl Glover,,4,0,50,2,1086.3
Carol Price,,2,0,82,7,294.85
Jospeh Glover,105.54.70.183,4,1,34,4,1370.5
Ambrose Davis,,4,0,42,5,325.21
Sheron Cremin,,4,0,27,6,435.18
Marcus Franecki,,4,0,54,4,565.61
Julius Glover,58.29.29.220,3,1,59,7,940.69
Makeda Moore,,4,0,55,3,861.98
Fausto Hoeger,107.35.160.232,1,1,28,7,66.713
Mohammad Gutkowski,10.235.158.177,4,1,22,3,636.26
Alix Kuhlman,,3,0,62,6,1390.1
Arthur Krajcik,87.40.2.206,3,1,51,6,274.0
Wilburn Kihn,118.106.225.190,4,1,43,5,1866.4
Zackary Boyer,254.145.238.55,3,1,28,5,235.53
Garrett Champlin,140.96.223.228,1,1,44,5,885.55
Nick Hauck,100.21.137.79,1,1,58,2,865.53
Shaquana Nolan,,2,0,83,5,68.096
Christopher Bartell,17.161.229.198,3,1,52,2,602.93
Toshia Jast,163.192.3.225,4,1,34,5,1003.2
Kermit Jerde,,4,0,34,3,1395.8
Jeanne Greenfelder,43.175.25.203,4,1,23,1,1733.6
Renetta Mertz,131.103.16.82,1,1,38,1,742.65
Cassi Littel,,2,0,52,7,453.36
Hyacinth Kilback,66.25.49.173,1,1,48,7,103.23
Lowell Kautzer,,4,0,62,7,512.17
Sang Turcotte,97.90.79.161,1,1,53,6,1114.0
Britteny Huel,,4,0,56,1,2295.0
Lanny Lakin,147.70.163.218,4,1,41,6,479.06
Carmine Crist,,2,0,35,5,387.69
Lia Trantow,,3,0,42,5,609.37
Erick Kulas,,2,0,37,1,418.95
Amos Rath,224.145.35.199,4,1,21,7,1626.6
Freddie Skiles,98.19.156.248,3,1,52,2,76.904
Simon Harris,,2,0,34,7,20.117
Hulda Rohan,,3,0,20,6,786.93
Lexie Keeling,,4,0,48,5,635.75
Lyman Crooks,184.112.245.54,1,1,32,6,420.16
Marvis Baumbach,,3,0,36,1,1804.1
Shirlee Schiller,147.15.113.178,4,1,32,4,1510.0
Timothy Zieme,,3,0,40,7,2034.3
Delorse Aimonetti,,2,0,78,4,393.06
Nicolas Conn,108.66.35.184,1,1,29,2,974.79
Shanice Davis,14.188.166.211,1,1,63,3,406.06
Jasmin Anderson,234.96.55.74,1,1,47,5,392.95
Joleen Kiehn,213.193.34.21,1,1,72,6,379.06
Virgie Sauer,204.128.148.253,4,1,50,5,1203.1
Leonard Gorczany,,4,0,52,4,409.26
Rose Wyman,,3,0,19,4,1427.4
Clarisa Braun,,2,0,43,6,469.19
Lupe Emmerich,,4,0,30,4,1982.9
Winfred Bechtelar,26.36.19.21,4,1,54,2,270.73
Roy Lesch,,2,0,39,6,278.84
Julee Kris,12.141.12.153,1,1,44,2,1196.1
Leanna Mann,41.5.159.68,4,1,24,4,183.69
Roy Howell,68.254.179.132,4,1,34,5,206.21
Patrica Tromp,64.254.140.240,3,1,73,4,681.73
Louis Torphy,,2,0,59,5,144.67
Vernell Bernhard,149.30.130.201,1,1,72,5,664.67
Renaldo Jones,157.220.201.49,4,1,27,3,1835.8
Rolando Gibson,,2,0,58,8,412.29
Andres Weimann,99.176.81.55,3,1,37,2,697.34
Mistie Altenwerth,,2,0,33,3,23.327
Robin Gerhold,226.189.87.160,3,1,66,3,50.132
Hallie Hodkiewicz,39.194.36.238,1,1,41,2,1321.3
Dia Marks,143.63.78.34,4,1,20,2,651.25
Thad Littel,218.64.251.145,1,1,47,5,788.48
Diana Crooks,224.164.123.158,1,1,26,8,231.59
Joe Brown,55.217.240.169,4,1,19,4,1305.6
Dione Kuhn,,2,0,73,1,336.95
Mauricio Christiansen,109.103.123.149,3,1,48,8,743.24
Alvaro Kessler,160.40.219.75,4,1,20,5,1244.5
Glenn Considine,,3,0,32,8,2118.5
Tasia Lueilwitz,55.40.133.26,1,1,38,6,1531.4
Agustin Botsford,,2,0,84,6,328.4
Iraida Quitzon,36.157.22.254,1,1,71,6,135.04
Brady Grant,194.239.252.15,1,1,34,6,660.69
Micheal Parisian,,3,0,62,6,1754.6
Charlette Hauck,,4,0,36,1,547.42
Willian Paucek,78.243.144.186,4,1,52,6,1676.1
Weston McClure,62.142.122.154,1,1,35,4,1629.5
Cory Haley,197.28.116.197,1,1,55,2,1698.0
Karren Torphy,,2,0,83,8,197.88
Mittie Luettgen,154.8.137.20,1,1,48,6,596.67
Roberto Pouros,,2,0,49,6,143.14
Olive Zulauf,24.110.29.101,1,1,54,4,112.43
Denny Kessler,,4,0,49,5,2042.6
Rosario Hilpert,46.55.133.241,3,1,69,4,122.57
Yer Effertz,2.85.111.7,4,1,54,3,1640.3
Augustina Nader,,4,0,27,3,1117.7
Quinton Schowalter,,2,0,37,5,322.07
Scarlet Adams,12.241.23.130,1,1,49,3,251.5
Freda Green,2.116.93.194,4,1,31,6,1445.4
Jenny Keeling,56.191.125.52,1,1,43,2,1912.1
Felicia Padberg,5.31.6.55,4,1,28,4,1344.9
Roy Hilpert,,4,0,34,7,2498.0
Omer Kuhlman,186.243.134.100,1,1,28,3,549.81
Tajuana Zemlak,,4,0,27,7,1155.4
Trenton Stark,83.153.60.208,1,1,50,4,1514.3
Dorian Armstrong,,2,0,81,6,390.91
Star West,,2,0,67,4,143.71
Karla Goodwin,160.7.174.249,1,1,67,8,326.69
Elmer Kunze,53.57.59.103,4,1,34,6,923.72
Raymonde Ritchie,11.56.62.25,4,1,47,2,1983.9
Kaley Senger,,4,0,43,6,2400.6
Ivana Boyer,123.87.125.22,4,1,44,8,1207.1
Chris McLaughlin,224.90.29.93,1,1,29,4,875.15
Delmy Hilll,,2,0,71,6,281.09
Barton Stamm,,2,0,48,8,389.86
Pam Turcotte,,3,0,38,7,309.26
Isiah Spencer,226.37.5.159,4,1,35,1,741.21
Christiana Connelly,241.197.139.12,1,1,68,8,52.35
Phillip Ledner,,3,0,37,6,1418.9
Keenan Lubowitz,147.217.18.61,1,1,47,4,892.35
Anton Runolfsson,,4,0,60,3,1550.9
Randell Lakin,58.80.87.175,3,1,63,2,531.83
Paul Boyle,205.101.98.168,4,1,20,7,70.305
Elvin Simonis,,2,0,35,2,110.57
Omar Schuppe,,3,0,45,7,1213.7
Andy Bednar,,4,0,57,8,1431.7
Cesar Terry,,2,0,41,7,393.93
Marlin O'Reilly,,4,0,44,3,723.18
Matthew Konopelski,254.199.167.143,4,1,31,2,696.15
Maybell Spinka,55.213.145.243,3,1,32,1,968.43
Kizzy Luettgen,,2,0,81,5,345.33
Armand Langosh,253.229.134.178,3,1,63,4,797.77
Leontine Hettinger,11.124.61.42,1,1,34,5,848.25
Phyliss Becker,182.242.168.205,4,1,54,2,1707.5
Gilma Hansen,148.76.242.79,1,1,47,7,478.07
Geri Rath,234.88.204.137,4,1,33,5,1953.3
Nancey Trantow,150.90.241.104,1,1,31,5,59.226
Argentina Harber,122.88.188.182,4,1,37,1,1647.1
Leonida Kessler,189.27.237.206,3,1,27,4,143.06
Rosendo Beier,,3,0,60,7,2590.9
Laurine Luettgen,,2,0,61,7,399.18
Johana Hartmann,42.162.247.157,1,1,47,7,178.47
Selma Witting,,2,0,30,3,430.7
Ariel Steuber,,2,0,65,3,315.12
Samual Schultz,,4,0,59,6,2174.4
Donte Padberg,,2,0,41,6,167.79
Annabelle Nicolas,,2,0,48,3,349.71
Elayne Rowe,,2,0,41,2,464.06
Jake Bode,96.39.213.178,1,1,45,2,229.97
Thanh Hayes,,4,0,39,5,2979.5
Wenona Wisozk,121.226.21.13,4,1,30,5,1131.0
Lottie Batz,,4,0,44,4,1975.9
Roselee Hermiston,175.137.177.189,4,1,53,3,1375.4
Leonard Steuber,8.200.212.127,3,1,48,7,292.58
Kerry Gusikowski,,4,0,19,2,687.41
Majorie Rowe,171.239.34.137,1,1,35,4,1486.7
Marty Bergstrom,109.161.177.11,4,1,44,2,570.64
Federico Turner,,2,0,48,6,235.48
Peter Schroeder,,2,0,54,8,116.75
Quincy Hintz,243.120.9.164,3,1,55,3,505.45
Oleta Koss,112.117.173.67,3,1,42,3,923.19
Harriet Gottlieb,,4,0,45,4,2870.1
Lorina Little,,2,0,84,5,366.53
Lewis Schroeder,185.56.138.48,1,1,60,4,81.169
Ila Wunsch,93.233.56.85,3,1,27,3,630.45
Vito Walter,,4,0,58,7,978.0
Colby Aimonetti,,4,0,32,5,2582.8
Trinidad Heller,198.52.27.241,1,1,27,7,515.43
Cody Wuckert,,4,0,44,3,517.61
an Wisozk,177.13.38.246,4,1,48,3,1531.2
Ward Dooley,141.114.219.59,4,1,23,2,1358.5
Alvin Flatley,,3,0,63,4,1880.6
Miles Witting,103.12.172.146,4,1,30,2,1103.2
Del Strosin,,2,0,64,6,106.49
Hien Jerde,118.79.161.116,1,1,38,4,170.66
Peter Schroeder,,3,0,23,4,2149.7
Nick Terry,175.44.11.222,1,1,21,3,1103.1
Meg Smitham,,2,0,78,1,5.3043
Levi Powlowski,,3,0,20,4,2163.4
Victor Auer,,2,0,29,3,121.66
Mike Carter,138.59.229.208,4,1,23,2,1513.0
Tomika Runolfsdottir,,2,0,60,2,100.93
Winter Brown,32.130.76.135,1,1,30,4,661.56
Rufus Orn,,3,0,38,2,2585.1
Tambra Zulauf,28.255.161.123,1,1,73,7,116.38
Latosha Jacobi,192.169.130.216,1,1,66,2,622.45
Lucius Hansen,,2,0,55,3,434.17
Darby Kuphal,,4,0,41,6,1676.6
Marshall Funk,72.244.243.148,3,1,61,3,397.48
Andy Kunze,233.9.133.78,1,1,53,2,504.07
Joshua Bartoletti,38.162.161.247,3,1,72,4,777.07
Randolph Durgan,,2,0,69,6,43.368
Jamar Renner,,3,0,53,4,2684.1
Mae Huels,,2,0,81,8,260.99
Felton Lowe,,4,0,19,4,2078.8
Mireya O'Conner,,2,0,53,8,275.06
Angila Cassin,79.228.7.238,4,1,19,7,448.6
Annmarie Botsford,,2,0,56,6,460.43
Zack Bechtelar,60.101.165.83,4,1,44,5,1014.0
Earlene Haag,,4,0,29,3,137.34
Yanira Miller,118.243.183.76,4,1,25,2,202.28
Pearlene Jacobi,8.15.169.238,1,1,58,6,978.7
Jesse Lang,,2,0,38,2,158.95
Kenny Hickle,2.194.161.77,1,1,32,3,141.02
Bobbie Farrell,,2,0,35,8,81.982
Rene Miller,,4,0,60,2,904.61
Andy Jones,,2,0,59,5,227.95
Christene Homenick,,2,0,40,3,80.127
Gerry Ferry,,2,0,76,5,384.84
Michal Parker,,3,0,53,5,1894.6
Chung Kuhn,,2,0,71,7,213.3
Oliver Terry,33.198.140.34,4,1,36,4,1507.2
Irwin Cassin,,2,0,68,4,130.82
Emmanuel Ebert,,3,0,49,4,1461.3
Zachery O'Reilly,135.201.73.122,3,1,46,2,462.89
Kenia Zboncak,241.126.183.170,4,1,52,1,276.75
Johnny Keebler,88.6.211.55,4,1,24,1,776.83
Cedric Bahringer,108.215.102.241,4,1,27,4,1019.2
Cherilyn Harber,213.253.195.57,1,1,67,4,452.37
Jody Ledner,142.164.188.11,4,1,48,6,1713.6
Eldora McDermott,,3,0,49,6,1145.3
Porter Brekke,,3,0,59,2,2942.5
Booker McDermott,,2,0,64,4,388.65
Jeremiah King,,2,0,81,2,142.51
Ava Schowalter,,2,0,59,4,279.6
Daren Welch,4.124.252.167,4,1,21,2,201.93
Brain Spencer,,2,0,51,8,12.363
Ophelia Satterfield,80.148.15.19,4,1,23,5,1292.8
Crista Kunde,,2,0,55,2,7.7114
Romeo Bergnaum,166.243.194.6,4,1,48,2,761.36
Emilee Koepp,149.195.48.194,4,1,33,3,236.83
Nanette Schmidt,216.207.73.29,4,1,21,4,513.82
Son Wolf,244.195.177.199,3,1,50,3,723.68
Rivka Rolfson,,3,0,24,8,802.74
Hobert Hirthe,,2,0,38,4,225.69
Bennie O'Kon,,3,0,34,8,1223.9
Harris Kirlin,,2,0,76,5,176.57
Shawn Emmerich,,2,0,60,2,42.935
Neely Bosco,79.40.22.40,4,1,42,2,1942.4
Whitney Quitzon,,2,0,72,1,233.74
Teresita Hickle,42.174.90.158,1,1,29,3,348.35
Elton Hayes,,2,0,31,2,68.81
Mel Rowe,207.81.68.151,1,1,72,3,403.27
Mauricio Collins,,2,0,48,5,28.095
Clayton Frami,,2,0,74,7,172.22
Laticia Weissnat,,2,0,73,3,249.24
Vanetta Bogisich,,4,0,37,6,2414.1
Quentin Herzog,61.34.177.239,1,1,32,7,955.52
Diane Spencer,,4,0,52,2,2380.5
Marine Bechtelar,196.52.144.164,3,1,44,3,257.59
Earnest Armstrong,24.170.67.172,4,1,19,2,263.82
Alphonse Johnston,140.245.41.125,3,1,64,6,84.07
Quiana Sauer,184.204.121.102,3,1,42,4,74.421
Jalisa Schiller,,2,0,82,5,216.11
Marian Rath,112.124.192.183,3,1,30,6,635.65
Samatha White,,2,0,36,3,130.83
Irena Balistreri,94.163.210.7,4,1,30,4,556.37
Kelvin Turner,79.253.196.80,1,1,34,3,1576.7
Lou Hegmann,,4,0,58,4,129.71
Joan McKenzie,,4,0,24,2,2683.5
Clyde Fisher,,4,0,39,6,1261.1
Antwan Prohaska,178.22.146.48,4,1,47,4,1876.1
Allison Wilderman,132.163.24.40,4,1,24,7,665.68
Valentina Davis,,2,0,35,4,80.148
Madeline Zulauf,,2,0,54,7,367.87
Chang Padberg,,4,0,39,4,2121.2
Lanell Lubowitz,243.42.85.233,1,1,74,3,715.08
Rachell Nikolaus,243.61.245.29,4,1,54,7,613.63
America Lindgren,154.182.98.96,3,1,27,4,449.09
Cody Ritchie,96.69.231.197,1,1,44,3,662.03
Felipe Osinski,237.192.119.88,1,1,36,6,1457.9
Florance Rice,216.10.211.185,4,1,48,3,1571.2
Chad Jerde,229.52.92.41,1,1,41,3,888.68
Viola Wiza,92.207.19.45,4,1,33,7,858.04
Herb Block,,2,0,58,1,10.026
Nicolas Pagac,122.232.155.129,1,1,31,3,1266.5
Kaitlin Terry,,4,0,50,2,2582.1
Lionel Brekke,122.102.89.108,3,1,64,3,197.6
Rosella Rempel,245.86.66.28,1,1,32,5,353.34
Danny Spencer,,2,0,80,3,318.68
Shanell Wilderman,,3,0,39,3,1156.3
Shanelle Veum,99.242.197.87,4,1,34,4,1453.9
Hedy Dickinson,116.252.113.128,3,1,38,6,441.42
Jimmie Brekke,,4,0,37,6,814.41
Hattie Rowe,,2,0,74,3,389.57
Edwin Fay,249.86.195.192,4,1,24,5,333.82
Alice Bauch,,4,0,63,7,1810.0
Ted Ledner,94.172.119.231,4,1,27,3,275.14
Rosanna Rempel,,2,0,78,4,451.56
Kirby Kertzmann,,4,0,56,6,667.04
Augustus Graham,63.148.153.228,1,1,43,3,744.1
Antonia Ruecker,,4,0,19,7,930.99
Timmy Cremin,217.35.194.232,1,1,68,4,948.36
Alfonzo Orn,142.254.111.221,1,1,32,3,236.03
Chris Moore,,4,0,48,4,886.99
Skye Connelly,,2,0,77,6,62.586
Erich Cruickshank,,2,0,39,3,169.29
Tatiana Langworth,,4,0,27,3,1728.9
Livia Jenkins,131.233.154.250,4,1,49,5,394.24
Dusty Nikolaus,,3,0,53,3,291.01
Jayson Stracke,,3,0,56,2,1933.6
Eusebio Fisher,32.37.41.224,4,1,21,4,943.63
Rosio Kertzmann,,3,0,38,4,2693.5
Willis Funk,,4,0,30,4,1960.4
Eldridge Bartoletti,,4,0,36,6,1076.6
Royal Kozey,,2,0,72,2,31.955
Nanette Skiles,,4,0,27,8,1729.7
Jamie Lockman,,2,0,38,4,209.37
Altagracia Zemlak,,2,0,48,3,291.33
Lora Bernier,124.91.118.106,4,1,34,8,404.0
Cindy Ebert,,2,0,40,4,256.93
Kenisha Gerhold,252.151.229.181,4,1,53,6,1590.0
Maria Volkman,188.37.179.15,1,1,52,5,126.31
Jane Casper,,2,0,41,2,140.22
Francene Tromp,,2,0,79,7,425.06
Bobby Mante,156.214.58.165,4,1,42,2,808.38
Natosha Stark,137.86.229.170,3,1,41,8,281.55
Felisa Sawayn,,3,0,60,1,1164.1
Ardella VonRueden,,4,0,26,1,1925.5
Nevada Harvey,2.136.33.20,4,1,50,2,1034.9
Linda Marks,,4,0,53,4,1633.7
Bruno Cassin,,2,0,75,5,417.27
Haywood O'Keefe,145.49.144.41,4,1,53,1,1191.0
Mathew Runte,,2,0,68,1,36.329
